cohort,label,cardName,offeredGames,keptGames,notKeptGames,keepRate,avgEloGainOffered,avgEloGainKept,avgEloGainNotKept,stddevEloGainOffered,stddevEloGainKept,stddevEloGainNotKept,avgEloDeltaOffered,avgEloDeltaKept,avgEloDeltaNotKept
tfmstats_reference,TFMStats reference,Bribed Committee,17525,12927,4598,73.76319543509273,0.2627104136947218,0.40450220468786263,-0.13592866463679862,8.005599220553524,8.119779928345729,7.662304360349949,0.1125138325210158,0.25430562351415664,-0.28612524581050464
tfmstats_reference,TFMStats reference,Building Industries,17356,14809,2547,85.3249596681263,0.4907812860106015,0.49186305624957793,0.4844915586965057,8.07307280196976,8.063561270338285,8.12974466979981,0.3405847048368955,0.3416664750758719,0.3342949775227997
tfmstats_reference,TFMStats reference,Bushes,17461,12174,5287,69.72109272092091,-0.06030582440868221,0.008296369311647773,-0.21827123132211085,8.0224038310437,8.130508228706793,7.7662126441708175,-0.21050240558238822,-0.14190021186205826,-0.36846781249581684
tfmstats_reference,TFMStats reference,Business Contacts,17398,15729,1669,90.40694332681917,0.2737670996666283,0.36168860067391445,-0.554823247453565,8.070865953396897,8.18420833807275,6.858987071047894,0.1235705184929223,0.21149201950020843,-0.7050198286272711
tfmstats_reference,TFMStats reference,Business Network,17293,15544,1749,89.88608107326664,0.2706875614410455,0.3523546062789501,-0.45511720983419096,8.147353009681055,8.276626802837214,6.852137530036388,0.12049098026733948,0.20215802510524408,-0.605313791007897
tfmstats_reference,TFMStats reference,CEO's Favourite Project,17407,1833,15574,10.53024645257655,-0.05164588958464986,-0.15821058374249863,-0.03910363426223192,8.124804138016195,8.137469233727773,8.123481876900064,-0.20184247075835587,-0.3084071649162047,-0.18930021543593795
tfmstats_reference,TFMStats reference,Callisto Penal Mines,17413,9977,7436,57.2962728995578,-0.06253948199620973,-0.35591861280946174,0.3310919849381388,8.182155810193324,7.948984876444895,8.469533607802916,-0.21273606316991575,-0.5061151939831677,0.18089540376443278
tfmstats_reference,TFMStats reference,Capital,17420,5104,12316,29.299655568312286,-0.17313432835820897,-0.7782131661442007,0.07762260474179929,7.879327800186578,7.391609308169893,8.059803837822052,-0.323330909531915,-0.9284097473179067,-0.07257397643190673
tfmstats_reference,TFMStats reference,Carbonate Processing,17252,7928,9324,45.95409227915604,-0.1687920241131463,-0.4436175580221998,0.06488631488631488,8.048900160106475,8.190835976951103,7.91915700739448,-0.31898860528685236,-0.5938141391959059,-0.08531026628739113
tfmstats_reference,TFMStats reference,Caretaker Contract,17336,255,17081,1.4709275496077527,-0.2340793724042455,-1.8274509803921568,-0.21029213746267783,8.0283536551212,5.766591210202067,8.055045659476002,-0.3842759535779515,-1.9776475615658629,-0.3604887186363839
tfmstats_reference,TFMStats reference,Cartel,17288,12636,4652,73.09116149930588,0.5076353540027765,0.6578822412155746,0.09952708512467756,8.045759797330165,8.01736355147276,8.109216309541365,0.35743877282907044,0.5076856600418685,-0.050669496049028456
tfmstats_reference,TFMStats reference,Cloud Seeding,17524,2986,14538,17.03948870120977,-0.11892262040629993,-0.9490957803081045,0.051588939331407346,8.091076066471766,7.7407374282126105,8.150968175428158,-0.26911920158000596,-1.0992923614818104,-0.09860764184229867
